('/wrk2-api/post/compose','POST')_rps: 417.3; ('/wrk2-api/post/compose','POST')_p95: 1381.9; ('/wrk2-api/post/compose','POST')_p99: 1468.7; ('/wrk2-api/post/compose','POST')_avg: 801.0
('/wrk2-api/post/compose','POST')_rps: 506.8; ('/wrk2-api/post/compose','POST')_p95: 1888.2; ('/wrk2-api/post/compose','POST')_p99: 2078.1; ('/wrk2-api/post/compose','POST')_avg: 1214.9
('/wrk2-api/post/compose','POST')_rps: 539.4; ('/wrk2-api/post/compose','POST')_p95: 1874.5; ('/wrk2-api/post/compose','POST')_p99: 2072.8; ('/wrk2-api/post/compose','POST')_avg: 869.1
('/wrk2-api/post/compose','POST')_rps: 489.2; ('/wrk2-api/post/compose','POST')_p95: 1790.1; ('/wrk2-api/post/compose','POST')_p99: 2068.8; ('/wrk2-api/post/compose','POST')_avg: 689.2
('/wrk2-api/post/compose','POST')_rps: 509.2; ('/wrk2-api/post/compose','POST')_p95: 1778.8; ('/wrk2-api/post/compose','POST')_p99: 1981.9; ('/wrk2-api/post/compose','POST')_avg: 593.3
('/wrk2-api/post/compose','POST')_rps: 500.1; ('/wrk2-api/post/compose','POST')_p95: 1772.9; ('/wrk2-api/post/compose','POST')_p99: 1978.4; ('/wrk2-api/post/compose','POST')_avg: 516.9
('/wrk2-api/post/compose','POST')_rps: 495.9; ('/wrk2-api/post/compose','POST')_p95: 1689.1; ('/wrk2-api/post/compose','POST')_p99: 1974.1; ('/wrk2-api/post/compose','POST')_avg: 481.3
('/wrk2-api/post/compose','POST')_rps: 496.1; ('/wrk2-api/post/compose','POST')_p95: 1680.4; ('/wrk2-api/post/compose','POST')_p99: 1968.0; ('/wrk2-api/post/compose','POST')_avg: 444.5
('/wrk2-api/post/compose','POST')_rps: 501.6; ('/wrk2-api/post/compose','POST')_p95: 1673.9; ('/wrk2-api/post/compose','POST')_p99: 1963.7; ('/wrk2-api/post/compose','POST')_avg: 415.0
('/wrk2-api/post/compose','POST')_rps: 508.7; ('/wrk2-api/post/compose','POST')_p95: 1663.6; ('/wrk2-api/post/compose','POST')_p99: 1884.0; ('/wrk2-api/post/compose','POST')_avg: 423.2
('/wrk2-api/post/compose','POST')_rps: 498.7; ('/wrk2-api/post/compose','POST')_p95: 1582.7; ('/wrk2-api/post/compose','POST')_p99: 1880.7; ('/wrk2-api/post/compose','POST')_avg: 412.3
('/wrk2-api/post/compose','POST')_rps: 501.0; ('/wrk2-api/post/compose','POST')_p95: 1569.3; ('/wrk2-api/post/compose','POST')_p99: 1878.1; ('/wrk2-api/post/compose','POST')_avg: 397.0
('/wrk2-api/post/compose','POST')_rps: 492.0; ('/wrk2-api/post/compose','POST')_p95: 1479.6; ('/wrk2-api/post/compose','POST')_p99: 1876.5; ('/wrk2-api/post/compose','POST')_avg: 386.4
('/wrk2-api/post/compose','POST')_rps: 464.6; ('/wrk2-api/post/compose','POST')_p95: 1475.3; ('/wrk2-api/post/compose','POST')_p99: 1875.4; ('/wrk2-api/post/compose','POST')_avg: 415.9
('/wrk2-api/post/compose','POST')_rps: 481.9; ('/wrk2-api/post/compose','POST')_p95: 1781.1; ('/wrk2-api/post/compose','POST')_p99: 2080.7; ('/wrk2-api/post/compose','POST')_avg: 505.2
('/wrk2-api/post/compose','POST')_rps: 505.1; ('/wrk2-api/post/compose','POST')_p95: 1882.6; ('/wrk2-api/post/compose','POST')_p99: 2079.4; ('/wrk2-api/post/compose','POST')_avg: 591.9
('/wrk2-api/post/compose','POST')_rps: 518.2; ('/wrk2-api/post/compose','POST')_p95: 1978.6; ('/wrk2-api/post/compose','POST')_p99: 2178.8; ('/wrk2-api/post/compose','POST')_avg: 667.5
('/wrk2-api/post/compose','POST')_rps: 502.7; ('/wrk2-api/post/compose','POST')_p95: 1977.3; ('/wrk2-api/post/compose','POST')_p99: 2178.2; ('/wrk2-api/post/compose','POST')_avg: 706.5
('/wrk2-api/post/compose','POST')_rps: 475.5; ('/wrk2-api/post/compose','POST')_p95: 1977.8; ('/wrk2-api/post/compose','POST')_p99: 2177.6; ('/wrk2-api/post/compose','POST')_avg: 756.2
('/wrk2-api/post/compose','POST')_rps: 488.6; ('/wrk2-api/post/compose','POST')_p95: 2089.8; ('/wrk2-api/post/compose','POST')_p99: 2276.7; ('/wrk2-api/post/compose','POST')_avg: 825.5
('/wrk2-api/post/compose','POST')_rps: 531.6; ('/wrk2-api/post/compose','POST')_p95: 2175.7; ('/wrk2-api/post/compose','POST')_p99: 2370.3; ('/wrk2-api/post/compose','POST')_avg: 881.7
('/wrk2-api/post/compose','POST')_rps: 527.2; ('/wrk2-api/post/compose','POST')_p95: 2174.3; ('/wrk2-api/post/compose','POST')_p99: 2368.4; ('/wrk2-api/post/compose','POST')_avg: 903.0
('/wrk2-api/post/compose','POST')_rps: 492.8; ('/wrk2-api/post/compose','POST')_p95: 2172.9; ('/wrk2-api/post/compose','POST')_p99: 2366.4; ('/wrk2-api/post/compose','POST')_avg: 886.3
('/wrk2-api/post/compose','POST')_rps: 507.7; ('/wrk2-api/post/compose','POST')_p95: 2171.5; ('/wrk2-api/post/compose','POST')_p99: 2364.0; ('/wrk2-api/post/compose','POST')_avg: 882.0
('/wrk2-api/post/compose','POST')_rps: 508.6; ('/wrk2-api/post/compose','POST')_p95: 2169.7; ('/wrk2-api/post/compose','POST')_p99: 2360.5; ('/wrk2-api/post/compose','POST')_avg: 866.4
('/wrk2-api/post/compose','POST')_rps: 506.3; ('/wrk2-api/post/compose','POST')_p95: 2166.7; ('/wrk2-api/post/compose','POST')_p99: 2314.1; ('/wrk2-api/post/compose','POST')_avg: 839.1
('/wrk2-api/post/compose','POST')_rps: 495.1; ('/wrk2-api/post/compose','POST')_p95: 2160.8; ('/wrk2-api/post/compose','POST')_p99: 2290.2; ('/wrk2-api/post/compose','POST')_avg: 814.9
('/wrk2-api/post/compose','POST')_rps: 486.0; ('/wrk2-api/post/compose','POST')_p95: 2088.5; ('/wrk2-api/post/compose','POST')_p99: 2286.9; ('/wrk2-api/post/compose','POST')_avg: 800.3
('/wrk2-api/post/compose','POST')_rps: 518.9; ('/wrk2-api/post/compose','POST')_p95: 2085.7; ('/wrk2-api/post/compose','POST')_p99: 2285.2; ('/wrk2-api/post/compose','POST')_avg: 784.1
('/wrk2-api/post/compose','POST')_rps: 500.7; ('/wrk2-api/post/compose','POST')_p95: 2084.0; ('/wrk2-api/post/compose','POST')_p99: 2283.0; ('/wrk2-api/post/compose','POST')_avg: 761.8
('/wrk2-api/post/compose','POST')_rps: 495.1; ('/wrk2-api/post/compose','POST')_p95: 2082.0; ('/wrk2-api/post/compose','POST')_p99: 2281.9; ('/wrk2-api/post/compose','POST')_avg: 746.5
('/wrk2-api/post/compose','POST')_rps: 483.2; ('/wrk2-api/post/compose','POST')_p95: 2080.2; ('/wrk2-api/post/compose','POST')_p99: 2281.4; ('/wrk2-api/post/compose','POST')_avg: 739.8
('/wrk2-api/post/compose','POST')_rps: 524.1; ('/wrk2-api/post/compose','POST')_p95: 2078.5; ('/wrk2-api/post/compose','POST')_p99: 2280.5; ('/wrk2-api/post/compose','POST')_avg: 723.4
('/wrk2-api/post/compose','POST')_rps: 493.9; ('/wrk2-api/post/compose','POST')_p95: 2077.1; ('/wrk2-api/post/compose','POST')_p99: 2279.7; ('/wrk2-api/post/compose','POST')_avg: 704.9
('/wrk2-api/post/compose','POST')_rps: 507.1; ('/wrk2-api/post/compose','POST')_p95: 2075.7; ('/wrk2-api/post/compose','POST')_p99: 2279.3; ('/wrk2-api/post/compose','POST')_avg: 692.4
('/wrk2-api/post/compose','POST')_rps: 498.7; ('/wrk2-api/post/compose','POST')_p95: 2074.5; ('/wrk2-api/post/compose','POST')_p99: 2278.6; ('/wrk2-api/post/compose','POST')_avg: 680.9
('/wrk2-api/post/compose','POST')_rps: 483.1; ('/wrk2-api/post/compose','POST')_p95: 2073.1; ('/wrk2-api/post/compose','POST')_p99: 2278.0; ('/wrk2-api/post/compose','POST')_avg: 668.3
('/wrk2-api/post/compose','POST')_rps: 502.8; ('/wrk2-api/post/compose','POST')_p95: 2071.7; ('/wrk2-api/post/compose','POST')_p99: 2277.5; ('/wrk2-api/post/compose','POST')_avg: 663.6
('/wrk2-api/post/compose','POST')_rps: 498.1; ('/wrk2-api/post/compose','POST')_p95: 2069.9; ('/wrk2-api/post/compose','POST')_p99: 2277.0; ('/wrk2-api/post/compose','POST')_avg: 660.1
('/wrk2-api/post/compose','POST')_rps: 507.5; ('/wrk2-api/post/compose','POST')_p95: 2067.3; ('/wrk2-api/post/compose','POST')_p99: 2276.6; ('/wrk2-api/post/compose','POST')_avg: 655.1
('/wrk2-api/post/compose','POST')_rps: 495.3; ('/wrk2-api/post/compose','POST')_p95: 2062.8; ('/wrk2-api/post/compose','POST')_p99: 2276.1; ('/wrk2-api/post/compose','POST')_avg: 644.7
('/wrk2-api/post/compose','POST')_rps: 480.8; ('/wrk2-api/post/compose','POST')_p95: 1990.0; ('/wrk2-api/post/compose','POST')_p99: 2275.8; ('/wrk2-api/post/compose','POST')_avg: 649.9
('/wrk2-api/post/compose','POST')_rps: 502.1; ('/wrk2-api/post/compose','POST')_p95: 1985.6; ('/wrk2-api/post/compose','POST')_p99: 2275.5; ('/wrk2-api/post/compose','POST')_avg: 655.2
('/wrk2-api/post/compose','POST')_rps: 525.3; ('/wrk2-api/post/compose','POST')_p95: 1983.1; ('/wrk2-api/post/compose','POST')_p99: 2275.0; ('/wrk2-api/post/compose','POST')_avg: 646.6
('/wrk2-api/post/compose','POST')_rps: 503.3; ('/wrk2-api/post/compose','POST')_p95: 1981.8; ('/wrk2-api/post/compose','POST')_p99: 2274.5; ('/wrk2-api/post/compose','POST')_avg: 634.7
('/wrk2-api/post/compose','POST')_rps: 499.1; ('/wrk2-api/post/compose','POST')_p95: 1980.2; ('/wrk2-api/post/compose','POST')_p99: 2273.9; ('/wrk2-api/post/compose','POST')_avg: 626.1
('/wrk2-api/post/compose','POST')_rps: 506.4; ('/wrk2-api/post/compose','POST')_p95: 1979.1; ('/wrk2-api/post/compose','POST')_p99: 2273.4; ('/wrk2-api/post/compose','POST')_avg: 616.5
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1978.3; ('/wrk2-api/post/compose','POST')_p99: 2272.9; ('/wrk2-api/post/compose','POST')_avg: 605.4
('/wrk2-api/post/compose','POST')_rps: 500.3; ('/wrk2-api/post/compose','POST')_p95: 1977.2; ('/wrk2-api/post/compose','POST')_p99: 2272.3; ('/wrk2-api/post/compose','POST')_avg: 595.8
('/wrk2-api/post/compose','POST')_rps: 503.1; ('/wrk2-api/post/compose','POST')_p95: 1976.2; ('/wrk2-api/post/compose','POST')_p99: 2271.5; ('/wrk2-api/post/compose','POST')_avg: 587.4
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1975.2; ('/wrk2-api/post/compose','POST')_p99: 2270.9; ('/wrk2-api/post/compose','POST')_avg: 577.3
('/wrk2-api/post/compose','POST')_rps: 501.1; ('/wrk2-api/post/compose','POST')_p95: 1974.2; ('/wrk2-api/post/compose','POST')_p99: 2270.4; ('/wrk2-api/post/compose','POST')_avg: 568.8
('/wrk2-api/post/compose','POST')_rps: 499.1; ('/wrk2-api/post/compose','POST')_p95: 1973.2; ('/wrk2-api/post/compose','POST')_p99: 2269.8; ('/wrk2-api/post/compose','POST')_avg: 561.4
('/wrk2-api/post/compose','POST')_rps: 502.3; ('/wrk2-api/post/compose','POST')_p95: 1971.7; ('/wrk2-api/post/compose','POST')_p99: 2269.4; ('/wrk2-api/post/compose','POST')_avg: 556.6
('/wrk2-api/post/compose','POST')_rps: 500.8; ('/wrk2-api/post/compose','POST')_p95: 1970.4; ('/wrk2-api/post/compose','POST')_p99: 2268.7; ('/wrk2-api/post/compose','POST')_avg: 547.9
('/wrk2-api/post/compose','POST')_rps: 491.5; ('/wrk2-api/post/compose','POST')_p95: 1969.0; ('/wrk2-api/post/compose','POST')_p99: 2268.0; ('/wrk2-api/post/compose','POST')_avg: 541.7
('/wrk2-api/post/compose','POST')_rps: 510.0; ('/wrk2-api/post/compose','POST')_p95: 1967.1; ('/wrk2-api/post/compose','POST')_p99: 2267.4; ('/wrk2-api/post/compose','POST')_avg: 534.4
('/wrk2-api/post/compose','POST')_rps: 495.9; ('/wrk2-api/post/compose','POST')_p95: 1965.1; ('/wrk2-api/post/compose','POST')_p99: 2267.0; ('/wrk2-api/post/compose','POST')_avg: 526.5
('/wrk2-api/post/compose','POST')_rps: 502.6; ('/wrk2-api/post/compose','POST')_p95: 1959.9; ('/wrk2-api/post/compose','POST')_p99: 2266.3; ('/wrk2-api/post/compose','POST')_avg: 519.2
('/wrk2-api/post/compose','POST')_rps: 502.4; ('/wrk2-api/post/compose','POST')_p95: 1889.0; ('/wrk2-api/post/compose','POST')_p99: 2265.2; ('/wrk2-api/post/compose','POST')_avg: 511.8
('/wrk2-api/post/compose','POST')_rps: 497.9; ('/wrk2-api/post/compose','POST')_p95: 1886.7; ('/wrk2-api/post/compose','POST')_p99: 2264.0; ('/wrk2-api/post/compose','POST')_avg: 504.4
('/wrk2-api/post/compose','POST')_rps: 500.3; ('/wrk2-api/post/compose','POST')_p95: 1885.0; ('/wrk2-api/post/compose','POST')_p99: 2262.2; ('/wrk2-api/post/compose','POST')_avg: 498.3
